Sid,Response,Without_Limit_Prompt_Without_Competition_Without_Limit_Return,Without_Limit_Prompt_Without_Competition_With_Limit_Return,Without_Limit_Prompt_With_Competition_Without_Limit_Return,Without_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
18242,"[
   {
     ""sid"": ""18242"",
     ""Technique ID"": ""T1189"",
     ""Technique name"": ""Drive-by Compromise"",
     ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing."",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in Microsoft Windows WMI Administrator Tools Object Viewer ActiveX control, which can be used to gain remote code execution on a target system.""
   }
 ][
   {
     ""sid"": ""18242"",
     ""Technique ID"": ""T1189"",
     ""Technique Name"": ""Drive-by Compromise"",
     ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing."",
     ""Explanation"": ""This rule looks for attempts to exploit a vulnerability in Microsoft Windows WMI Administrator Tools Object Viewer ActiveX, which could allow an attacker to execute arbitrary code on the victim's system.""
   }
 ][
   {
     ""sid"": ""18242"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code"",
     ""Explanation"": ""This rule detects an attempt to exploit a Microsoft Windows WMI Administrator Tools Object Viewer ActiveX vulnerability, which allows an attacker to execute arbitrary code on the target system.""
   },
   {
     ""sid"": ""18242"",
     ""Technique ID"": ""T1204"",
     ""Technique name"": ""User Execution"",
     ""Quotes"": ""An adversary may rely upon specific actions by a user in order to gain execution"",
     ""Explanation"": ""This rule detects an attempt to execute the AddContextRef function, which can be used by an attacker to gain control of the ActiveX object and execute arbitrary code on the target system.""
   }
 ]","['T1203', 'T1204', 'T1566', 'T1059', 'T1189', 'T1546', 'T1190', 'T1070', 'T1124', 'T1497']","['T1189', 'T1204']","['T1189', 'T1203', 'T1204']","['T1189', 'T1505']",['T1047']
41712,"[
     ""sid"": ""41712"",
     ""Technique ID"": ""T1197"",
     ""Technique name"": ""BITS Jobs"",
     ""Quotes"": ""Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks"",
     ""Explanation"": ""This rule detects a file download request from a host infected with the Win.Trojan.Houdini backdoor, which uses BITS to download and execute malicious payloads.""
 ][
     {
         ""sid"": ""41712"",
         ""Technique ID"": ""T1197"",
         ""Technique Name"": ""BITS Jobs"",
         ""Quotes"": [
             ""Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks""
         ],
         ""Explanation"": ""This rule detects attempts to use BITS jobs to download a malicious file (ChromeSetup.bat) from an external server, which is a technique commonly employed by Trojans to establish a backdoor connection.""
     }
 ]
 {}
 ","['T1197', 'T1495']",['T1197'],['T1197'],['T1197'],['T1197']
42255,"
 {}
 [
     ""sid"": ""42255"",
     ""Technique ID"": ""T1210"",
     ""Technique name"": ""Exploitation of Remote Services"",
     ""Quotes"": ""Adversaries may exploit vulnerabilities in remote services to gain access to internal systems once inside of a network."",
     ""Explanation"": ""This rule looks for attempts to exploit a vulnerability in Microsoft Windows RDP service that allows bypassing Remote Desktop Protocol (RDP) Authentication.""
 ][
     {
         ""sid"": ""42255"",
         ""Technique ID"": ""T1071.002"",
         ""Technique name"": ""Remote Desktop Protocol (RDP)"",
         ""Quotes"": ""\""RDP is a Microsoft proprietary protocol that allows a user to remotely control another computer. Adversaries may use RDP to gain access to a remote system for a variety of purposes, such as deploying malware, stealing data, or conducting reconnaissance."""",
         ""Explanation"": ""This rule looks for a specific pattern in RDP traffic that is indicative of an attempt to exploit a known vulnerability.""
     }
 ]","['T1133', 'T1008', 'T1078', 'T1110', 'T1598', 'T1594', 'T1048', 'T1074', 'T1210']","['T1078', 'T1048']","['T1210', 'T1071.002']","['T1210', 'T1071.002']",['T1482']
50517,"[
     ""sid"": ""58738"",
     ""Technique ID"": ""T1046"",
     ""Technique name"": ""Network Service Discovery"",
     ""Quotes"": ""Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation."",
     ""Explanation"": ""This rule detects attempts to discover services running on remote hosts and local network infrastructure devices, which could be used to identify potential vulnerabilities that can be exploited for remote software exploitation.""
 ]
 {}
 [
     ""sid"": ""50517"",
     ""Technique ID"": ""T1046"",
     ""Technique name"": ""Network Service Discovery"",
     ""Quotes"": ""Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation."",
     ""Explanation"": ""This rule looks for a SMB dialect request, which is used by attackers to enumerate and identify services and potential vulnerabilities.""
 ]","['T1133', 'T1190', 'T1046', 'T1189', 'T1068']","['T1189', 'T1190']",['T1046'],['T1046'],['T1046']
895,"[
   {
     ""sid"": ""895"",
     ""Technique ID"": ""T1040"",
     ""Technique name"": ""Network Sniffing"",
     ""Quotes"": ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network"",
     ""Explanation"": ""This rule detects attempts to access a '/redirect' URI, which could be used to gather information about the web application's configuration or to identify potential vulnerabilities.""
   },
   {
     ""sid"": ""895"",
     ""Technique ID"": ""T1046"",
     ""Technique name"": ""Network Service Discovery"",
     ""Quotes"": ""Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation"",
     ""Explanation"": ""This rule detects attempts to access a '/redirect' URI, which could be used to gather information about the web application's configuration or to identify potential vulnerabilities.""
   }
 ][
     ""sid"": ""58738"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
     ""Explanation"": ""This rule matches traffic attempting to exploit a web application by accessing the '/redirect' URI, which could be used for reconnaissance purposes.""
 ][
     {
         ""sid"": ""895"",
         ""Technique ID"": ""T1040"",
         ""Technique name"": ""Network Sniffing"",
         ""Quotes"": ""This technique allows the adversary to capture transmitted data and extract useful information."",
         ""Explanation"": ""The rule attempts to identify a scanning activity by looking for a specific URI path \""/redirect\""""
     },
     {
         ""sid"": ""895"",
         ""Technique ID"": ""T1046"",
         ""Technique name"": ""Network Service Discovery"",
         ""Quotes"": ""This technique allows the adversary to identify the available services and protocols that a remote host is running."",
         ""Explanation"": ""The rule attempts to identify a scanning activity by looking for a specific URI path \""/redirect\""""
     }
 ]","['T1589', 'T1190', 'T1040', 'T1046', 'T1133']","['T1190', 'T1040']","['T1040', 'T1046', 'T1190']","['T1040', 'T1046']",['T1154']
61893,"[
   {
     ""sid"": ""61893"",
     ""Technique ID"": ""T1555"",
     ""Technique name"": ""Credentials from Password Stores"",
     ""Quotes"": ""Adversaries may search for common password storage locations to obtain user credentials."",
     ""Explanation"": ""This rule looks for an attempt to exfiltrate an ntds.dit file, which contains hashed credentials.""
   }
 ]{
 ""sid"": ""61893"",
 ""Technique ID"": ""T1548"",
 ""Technique Name"": ""Data Exfiltration"",
 ""Quotes"": ""Adversaries may exfiltrate data from a compromised environment to an external location."",
 ""Explanation"": ""This rule detects suspicious activity involving the exfiltration of ntds.dit file from Windows systems, which contains sensitive data.""
 }[
   {
     ""sid"": ""61893"",
     ""Technique ID"": ""T1547"",
     ""Technique Name"": ""Boot or Logon Autostart Execution"",
     ""Quotes"": ""Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems"",
     ""Explanation"": ""This rule looks for attempts to modify the Windows registry to add a new service that will execute a malicious binary on system startup. This technique is commonly used to establish persistence on a compromised system.""
   },
   {
     ""sid"": ""61893"",
     ""Technique ID"": ""T1555"",
     ""Technique Name"": ""Credentials from Password Stores"",
     ""Quotes"": ""Adversaries may search for common password storage locations to obtain user credentials"",
     ""Explanation"": ""The rule looks for attempts to access the Windows LSA Secrets registry key, which contains hashed user credentials. This technique is commonly used to obtain credentials for lateral movement or privilege escalation.""
   },
   {
     ""sid"": ""61893"",
     ""Technique ID"": ""T1562"",
     ""Technique Name"": ""Impair Defenses"",
     ""Quotes"": ""Adversaries may maliciously modify components of a victim environment in order to hinder or disable defensive mechanisms"",
     ""Explanation"": ""The rule looks for attempts to disable the Windows Security Center service, which is responsible for managing security settings and updates. This technique is commonly used to disable security features and make the system more vulnerable to attacks.""
   },
   {
     ""sid"": ""61893"",
     ""Technique ID"": ""T1564"",
     ""Technique Name"": ""Hide Artifacts"",
     ""Quotes"": ""Adversaries may attempt to hide artifacts associated with their behaviors to evade detection"",
     ""Explanation"": ""The rule looks for attempts to delete files from the Windows Prefetch directory, which contains information about recently accessed files. This technique is commonly used to remove evidence of malicious activity.""
   }
 ]","['T1557', 'T1048', 'T1547', 'T1534', 'T1564', 'T1555', 'T1562', 'T1210', 'T1560', 'T1105', 'T1565', 'T1537']","['T1048', 'T1547']","['T1555', 'T1548', 'T1547', 'T1562', 'T1564']","['T1555', 'T1548']",['T1003']
20618,"[
     {
         ""sid"": ""20618"",
         ""Technique ID"": ""T1555"",
         ""Technique Name"": ""Credentials from Password Stores"",
         ""Quotes"": ""Adversaries may search for common password storage locations to obtain user credentials"",
         ""Explanation"": ""The rule aims to detect attempts to exploit a vulnerability in Sage SalesLogix that could allow an attacker to retrieve database credentials.""
     }
 ][
   {
     ""Sid"": ""20618"",
     ""Technique ID"": ""T1555"",
     ""Technique Name"": ""Credentials from Password Stores"",
     ""Quotes"": ""Adversaries may search for common password storage locations to obtain user credentials"",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in Sage SalesLogix to disclose database credentials.""
   }
 ]
 {}
 ","['T1212', 'T1555', 'T1591', 'T1588', 'T1003', 'T1203', 'T1558']","['T1003', 'T1203']",['T1555'],['T1555'],['T1003']
58617,"
 {}
 [
   {
     ""sid"": ""58617"",
     ""Technique ID"": ""T1204"",
     ""Technique name"": ""User Execution"",
     ""Quotes"": ""Adversaries may rely upon specific actions by a user in order to gain execution."",
     ""Explanation"": ""The rule triggers an alert when an attempt to execute a command using Microsoft Windows Content-Disposition CLSID is detected, which can be an indicator of exploitation attempts.""
   }
 ][
   {
     ""sid"": ""58617"",
     ""Technique ID"": ""T1507"",
     ""Technique name"": ""Exploitation for Privilege Escalation"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities to escalate privileges and gain access to sensitive information or perform malicious actions."",
     ""Explanation"": ""This rule detects attempts to exploit a CLSID command injection vulnerability in Microsoft Windows. This vulnerability can be exploited to gain system privileges.""
   }
 ]","['T1189', 'T1105', 'T1559', 'T1204', 'T1210', 'T1550', 'T1219']","['T1219', 'T1189']","['T1204', 'T1507']","['T1204', 'T1507']",['T1203']
38566,"[
         ""sid"": ""38566"",
         ""Technique ID"": ""T1197"",
         ""Technique name"": ""BITS Jobs"",
         ""Quotes"": ""Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks"",
         ""Explanation"": ""This rule detects a variant of Win.Trojan.Sweeper that uses BITS (Background Intelligent Transfer Service) to download malicious payloads.""
     ][
     ""sid"": ""38566"",
     ""Technique ID"": ""T1197"",
     ""Technique name"": ""BITS Jobs"",
     ""Quotes"": ""Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks"",
     ""Explanation"": ""This rule identifies attempts to use Microsoft BITS (Background Intelligent Transfer Service) to download malicious files from a remote server, which is a common technique used by certain Trojans, such as Win.Trojan.Sweeper, to drop and install malicious payloads on the compromised system.""
 ][
     ""sid"": ""38566"",
     ""Technique ID"": ""T1197"",
     ""Technique name"": ""BITS Jobs"",
     ""Quotes"": ""Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks"",
     ""Explanation"": ""This rule detects attempts by the Win.Trojan.Sweeper variant to download a dropper binary using BITS (Background Intelligent Transfer Service).""
 ]","['T1197', 'T1569']","['T1197', 'T1569']",['T1197'],['T1197'],['T1197']
57067,"[
   {
     ""sid"": ""57067"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
     ""Explanation"": ""This rule detects attempts to exploit a file write vulnerability in HP Web JetAdmin through the '/plugins/framework/script/tree.xms' URI.""
   }
 ][
   {
     ""sid"": ""57067"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""\""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network\"""",
     ""Explanation"": ""This rule detects an attempt to exploit a file write vulnerability in the HP Web JetAdmin application.""
   }
 ]
 {}
 ","['T1590', 'T1212', 'T1190', 'T1482', 'T1189', 'T1499', 'T1497', 'T1204', 'T1484', 'T1485', 'T1068', 'T1572']","['T1189', 'T1190']",['T1190'],['T1190'],['T1106']
49291,"[
         ""sid"": ""49291"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
         ""Explanation"": ""This rule looks for attempts to exploit a remote code execution vulnerability in the ACE (Advanced Compression Evaluator) component of WinRAR.""
     ],
         ""sid"": ""49291"",
         ""Technique ID"": ""T1210"",
         ""Technique name"": ""Exploitation of Remote Services"",
         ""Quotes"": ""Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network"",
         ""Explanation"": ""The rule's focus on exploiting the vulnerability in WinRAR's ACE component relates to this technique, as exploiting remote services often involves exploiting vulnerabilities in specific software components.""
     ],
         ""sid"": ""49291"",
         ""Technique ID"": ""T1203"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
         ""Explanation"": ""The rule detects attempts to exploit a vulnerability in WinRAR, which is typically a client-side application used for file compression and extraction.""
     ][
   {
     ""sid"": ""49291"",
     ""Technique ID"": ""T1210"",
     ""Technique Name"": ""Exploitation of Remote Services"",
     ""Quotes"": ""Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network"",
     ""Explanation"": ""This event is generated when activity relating to remote file access is detected.""
   },
   {
     ""sid"": ""49291"",
     ""Technique ID"": ""T1203"",
     ""Technique Name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code"",
     ""Explanation"": ""This event is generated when activity relating to the exploitation of client applications is detected.""
   }
 ][
         ""sid"": ""49291"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
         ""Explanation"": ""This rule matches packets that contain a specific ACE file header, indicating an attempt to exploit a remote code execution vulnerability in WinRAR.""
     ]","['T1190', 'T1210', 'T1203']","['T1190', 'T1203']","['T1190', 'T1210', 'T1203']","['T1210', 'T1203']",['T1547']
56613,"[
   {
     ""sid"": ""56613"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may exfiltrate data over an existing command and control channel as a means of obfuscating the exfiltration traffic and making it more difficult to detect."",
     ""Explanation"": ""The rule detects an outbound beacon attempt by the FeyeYelp variant of the Rat.Tool malware, which often uses existing HTTP connections to exfiltrate stolen data.""
   }
 ][
         ""sid"": ""56613"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration over C2 Channel"",
         ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
         ""Explanation"": ""This rule detects beaconing activity from the Rat.Tool.FeyeYelp variant of malware, which exfiltrates data over an HTTP channel.""
     ][
     ""sid"": ""56613"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over Command and Control Channel"",
     ""Quotes"": ""Adversaries may use the command and control (C2) channel established during persistence for other actions, such as data exfiltration."",
     ""Explanation"": ""This rule detects outbound beacon attempts by the Rat.Tool.FeyeYelp malware variant, which suggests data exfiltration over an established C2 channel.""
 ]","['T1133', 'T1008', 'T1573', 'T1071', 'T1559', 'T1070', 'T1029', 'T1588', 'T1041', 'T1595', 'T1056', 'T1091', 'T1484']","['T1071', 'T1070']",['T1041'],['T1041'],['T1041']
28350,"[
   {
     ""sid"": ""28350"",
     ""Technique ID"": ""T1188"",
     ""Technique name"": ""Access Token Manipulation"",
     ""Quotes"": ""Adversaries may manipulate an access token in order to gain or maintain access across system boundaries. This technique involves modifying an access token to elevate privileges, obtain access to protected resources, maintain access to a system after successfully compromising it, or impersonate another entity."",
     ""Explanation"": ""This rule looks for attempts to access a specific ActiveX control (CLSID: {NDVFNUY1-D234-11E0-847A-00C04FD7BB08}) that can be used to gain access to WMI.""
   },
   {
     ""sid"": ""28350"",
     ""Technique ID"": ""T1078"",
     ""Technique name"": ""Valid Accounts"",
     ""Quotes"": ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. This technique involves identifying, compromising, and leveraging valid user accounts to achieve their objectives. This can include obtaining user credentials through phishing or password spraying, or leveraging compromised credentials from previous breaches."",
     ""Explanation"": ""This rule looks for attempts to access a specific ActiveX control (CLSID: {NDVFNUY1-D234-11E0-847A-00C04FD7BB08}) that can be used to gain access to WMI.""
   }
 ]
 {}
 [
   {
     ""sid"": ""28350"",
     ""Technique ID"": ""T1068"",
     ""Technique Name"": ""Exploitation for Privilege Escalation"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in an attempt to elevate privileges."",
     ""Explanation"": ""This rule triggers when an attacker attempts to access the WMI administrator tools object viewer ActiveX control, which is an exploit that can be used to escalate privileges on vulnerable systems.""
   }
 ]","['T1187', 'T1189', 'T1078', 'T1110', 'T1190', 'T1185', 'T1127', 'T1068']","['T1189', 'T1187']","['T1188', 'T1078', 'T1068']","['T1188', 'T1078']",['T1047']
50464,"[
     ""sid"": ""50464"",
     ""Technique ID"": ""T1484"",
     ""Technique name"": ""Domain Policy Modification"",
     ""Quotes"": ""Adversaries may modify the configuration settings of a domain to evade defenses and/or escalate privileges in domain environments."",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in the NetServer service by sending malicious packets to a NetBIOS Session Service (NBSS) endpoint in order to escalate privileges or gain persistence on a Windows system.""
 ][
   {
     ""sid"": ""50464"",
     ""Technique ID"": ""T1482"",
     ""Technique Name"": ""Domain Trust Discovery"",
     ""Quotes"": ""Adversaries may attempt to discover trusts between domains or forests for the purposes of Kerberos delegation attacks."",
     ""Explanation"": ""This rule detects an attempt to poison a Responder service, which can be used to attack Kerberos authentication and potentially gain access to other systems in the network.""
   }
 ]
 {}
 ","['T1083', 'T1584', 'T1046', 'T1595', 'T1484', 'T1135']","['T1083', 'T1046']","['T1484', 'T1482']","['T1484', 'T1482']",['T1046']
57738,"{}[
   {
     ""sid"": ""57738"",
     ""Technique ID"": ""T1484"",
     ""Technique name"": ""Domain Policy Modification"",
     ""Quotes"": [
       ""Adversaries may modify the configuration settings of a domain to evade defenses and/or escalate privileges in domain environments""
     ],
     ""Explanation"": ""This rule detects requests to the Active Directory Federation Services (AD FS) Policy Store Transfer Service, which can be used to modify domain policies.""
   }
 ][
   {
     ""sid"": ""57738"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network"",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in Active Directory Federation Services (ADFS) policy store transfer service.""
   }
 ]","['T1190', 'T1484', 'T1530', 'T1134', 'T1047', 'T1135', 'T1133', 'T1110', 'T1068']","['T1190', 'T1047']","['T1484', 'T1190']","['T1484', 'T1190']",['T1082']
47402,"[
     ""sid"": ""47402"",
     ""Technique ID"": ""T1027"",
     ""Technique name"": ""Obfuscated Files or Information"",
     ""Quotes"": ""Adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit"",
     ""Explanation"": ""This rule detects file upload attempts over non-standard port (other than port 20 or 21), which could be an attempt to obfuscate the traffic.""
 ],
     ""Technique ID"": ""T1001"",
     ""Technique name"": ""Data Obfuscation"",
     ""Quotes"": ""Adversaries may obfuscate command and control traffic to make it more difficult to detect"",
     ""Explanation"": ""The rule triggers when FTP file upload activity is detected over a non-standard port, which could be an attempt to obfuscate the traffic and evade detection.""
 ][
   {
     ""sid"": ""47402"",
     ""Technique ID"": ""T1112"",
     ""Technique Name"": ""Data Obfuscation"",
     ""Quotes"": ""\""Adversaries may obfuscate command and control traffic to make it more difficult to detect.\"""",
     ""Explanation"": ""This rule detects attempts to upload a file to an FTP server over a non-standard port, which is a technique commonly used by threat actors to obfuscate command and control communications.""
   }
 ][
   {
     ""sid"": ""47402"",
     ""Technique ID"": ""T1027"",
     ""Technique name"": ""Obfuscated Files or Information"",
     ""Quotes"": ""Adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit"",
     ""Explanation"": ""The rule looks for an attempt to upload a file over a non-standard FTP port, which may be an attempt to obfuscate the file transfer.""
   }
 ]","['T1027', 'T1036', 'T1059', 'T1132', 'T1001', 'T1071', 'T1020', 'T1021']","['T1071', 'T1020']","['T1027', 'T1001', 'T1112']","['T1027', 'T1001']",['T1048']
47844,"
 {}
 [
         ""sid"": ""38563"",
         ""Technique ID"": ""T1056"",
         ""Technique name"": ""Input Capture"",
         ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a Trojan (GateKeylogger) that mimics a '404 Not Found' error to disguise its communication with a command and control server, which is a common method used by keyloggers to stealthily capture input data."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ][
     ""sid"": ""47844"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""This rule detects the download of a variant of the Win.Downloader.DDECmdExec malware, which is known to download and execute arbitrary commands from a remote server.""
 ]","['T1133', 'T1495', 'T1105', 'T1106', 'T1189', 'T1490', 'T1218', 'T1484']","['T1189', 'T1218']","['T1056', 'T1105']","['T1056', 'T1105']",['T1559']
18440,"[
     {
         ""sid"": ""18440"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
         ""Explanation"": ""This rule looks for attempts to exploit a dll-load vulnerability in the Adobe Acrobat Reader plugin agm.dll.""
     },
     {
         ""sid"": ""18440"",
         ""Technique ID"": ""T1203"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
         ""Explanation"": ""This rule looks for attempts to exploit a dll-load vulnerability in the Adobe Acrobat Reader plugin agm.dll.""
     }
 ][
         ""sid"": ""18440"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
         ""Explanation"": ""This rule looks for attempts to exploit a DLL load vulnerability in Adobe Acrobat Reader.""
     ]
 {}
 ","['T1203', 'T1190', 'T1222', 'T1220', 'T1485']","['T1190', 'T1220']","['T1190', 'T1203']","['T1190', 'T1203']",['T1574']
30524,"[
   {
     ""sid"": ""30524"",
     ""Technique ID"": ""T1046"",
     ""Technique Name"": ""Network Service Discovery"",
     ""Quotes"": """"Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation."""",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in OpenSSL's TLSv1.1 heartbeat implementation, which can lead to remote code execution.""
   }
 ][
   {
     ""sid"": ""30524"",
     ""Technique ID"": ""T1484"",
     ""Technique name"": ""Domain Policy Modification"",
     ""Quotes"": ""Adversaries may modify the configuration settings of a domain to evade defenses and/or escalate privileges in domain environments"",
     ""Explanation"": ""This rule looks for attempts to exploit a TLSv1.1 heartbeat read overrun vulnerability in OpenSSL. This vulnerability can be used to read arbitrary memory from the server, which could lead to the disclosure of sensitive information.""
   }
 ][
   {
     ""sid"": ""30524"",
     ""Technique ID"": ""T1046"",
     ""Technique Name"": ""Network Service Discovery"",
     ""Quotes"": ""Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation."",
     ""Explanation"": ""This rule is used to detect attempts to exploit a vulnerability in OpenSSL's TLSv1.1 heartbeat implementation. An attacker could use this vulnerability to gain access to a network or system.""
   }
 ]","['T1190', 'T1200', 'T1484', 'T1046']","['T1190', 'T1046']","['T1046', 'T1484']","['T1046', 'T1484']",['T1005']
28351,"[
   {
     ""sid"": ""28351"",
     ""Technique ID"": ""T1118"",
     ""Technique name"": ""Access Token Manipulation"",
     ""Quotes"": ""Adversaries may attempt to manipulate access tokens to gain unauthorized privileges"",
     ""Explanation"": ""This rule detects the manipulation of access tokens to gain unauthorized access to resources.""
   }
 ]
 {}
 [
   {
     ""sid"": ""28351"",
     ""Technique ID"": ""T1068"",
     ""Technique name"": ""Exploitation for Privilege Escalation"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in an attempt to elevate privileges"",
     ""Explanation"": ""This rule detects attempts to exploit a Windows Management Instrumentation (WMI) ActiveX control vulnerability for privilege escalation.""
   }
 ]","['T1495', 'T1189', 'T1068', 'T1546', 'T1114', 'T1112', 'T1115', 'T1125', 'T1204']","['T1189', 'T1204']","['T1118', 'T1068']","['T1118', 'T1068']",['T1047']
1292,"[
     {
         ""sid"": ""1292"",
         ""Technique ID"": ""T1083"",
         ""Technique name"": ""File and Directory Discovery"",
         ""Quotes"": ""Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system."",
         ""Explanation"": ""This rule detects attempts to enumerate files and directories, which could indicate an attacker attempting to gather information about the system or identify potential targets for further exploitation.""
     }
 ][
     ""sid"": ""1292"",
     ""Technique ID"": ""T1083"",
     ""Technique name"": ""File and Directory Discovery"",
     ""Quotes"": ""Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system."",
     ""Explanation"": ""This rule detects attempts to list directories, which can be used to identify potential targets for data exfiltration or other malicious activity.""
 ][
         ""sid"": ""1292"",
         ""Technique ID"": ""T1083"",
         ""Technique name"": ""File and Directory Discovery"",
         ""Quotes"": ""Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system."",
         ""Explanation"": ""This rule generates an alert when an attempt is made to retrieve a volume serial number, which may indicate an attempt to enumerate files and directories.""
     ]","['T1083', 'T1484', 'T1114', 'T1056', 'T1087', 'T1048']","['T1056', 'T1087']",['T1083'],['T1083'],['T1592']
