Rule,MITRE Technique ID
"alert tcp $HOME_NET any -> $EXTERNAL_NET [25,587] ( msg:""MALWARE-CNC Win.Trojan.HawkEye Keylogger exfiltration attempt - clipboard and screenshot""; flow:to_server,established; flowbits:isset,hawk.lgr; content:""name=screenshot"",fast_pattern,nocase; pcre:""/name\x3dscreenshot\d+\x2e/i""; metadata:impact_flag red,ruleset community; service:smtp; T1020; T1056; classtype:trojan-activity; sid:33223; rev:3; )",['T1020']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Turla outbound connection""; flow:to_server,established; http_method; content:""POST""; http_uri; content:""?uid=""; content:""&context="",distance 0; content:""&mode=text"",distance 0,fast_pattern; content:""&data="",distance 0; metadata:impact_flag red,ruleset community; service:http; T1065; classtype:trojan-activity; sid:33547; rev:4; )",['T1571']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""BROWSER-FIREFOX Mozilla Firefox 3 xsl parsing heap overflow attempt""; flow:to_client,established; file_data; content:""<xsl:key name=|22|"",depth 15,offset 117,fast_pattern; content:""match=|22|"",within 7,distance 10; content:""use=|22|"",within 5,distance 10; content:""</xsl:stylesheet>"",within 17,distance 101; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:33566; rev:3; )",['T1220']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""MALWARE-OTHER Executable control panel file download request""; flow:to_server,established; flowbits:isset,file.zip; file_data; content:""PK|03 04|""; byte_jump:2,22,relative,little,post_offset -2; content:"".cpl"",within 4,fast_pattern,nocase; content:!""bin/javacpl.cpl""; content:!""Office16/MLCFG32.CPL""; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:smtp; classtype:misc-activity; sid:33943; rev:7; )",['T1218']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT TeamViewer remote administration tool outbound connection attempt""; flow:to_server,established; http_uri; content:""client=DynGate"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:policy-violation; sid:34463; rev:5; )",['T1219']
"alert tcp $EXTERNAL_NET any -> $HOME_NET [543,544,754] ( msg:""SERVER-OTHER MIT Kerberos 5 krb5_read_message denial of service attempt""; flow:to_server,established; content:""KRB5_SENDAUTH_V1.0""; content:""|00 00 00 00 00|"",within 5,distance -24; metadata:policy max-detect-ips drop; service:kerberos; classtype:attempted-dos; sid:34709; rev:4; )",['T1550']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Sysmain outbound connection""; flow:to_server,established; http_uri; content:""/wp-content/plugins/akismet/iddx.php?id="",fast_pattern,nocase; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:34957; rev:4; )",['T1176']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 ( msg:""MALWARE-CNC Win.Keylogger.Lotronc variant outbound connection""; flow:to_server,established,no_stream; content:""USER killer0709"",depth 15; detection_filter:track by_dst,count 2,seconds 3; metadata:impact_flag red; service:ftp; classtype:trojan-activity; sid:35029; rev:4; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""BROWSER-IE Microsoft Internet Explorer protected mode atlthunk.dll dll-load exploit attempt""; flow:to_server,established; http_uri; content:""|2F|atlthunk.dll"",nocase; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:35215; rev:3; )",['T1574']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 6666 ( msg:""MALWARE-CNC Win.Trojan.Baisogu outbound connection""; flow:to_server; content:""/9hao/count.asp?"",fast_pattern,nocase; content:""mac="",depth 4,offset 21; content:""&ver="",within 25; content:""&tjuser="",within 35; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:35471; rev:3; )",['T1571']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""EXPLOIT-KIT Scanbox exploit kit exfiltration attempt""; flow:to_server,established; http_uri; content:""/new/newscan/i/?10"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:36201; rev:3; )",['T1020']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Apple iTunes Connect HTTP response phishing attempt""; flow:to_client,established; file_data; content:""<!-- PHOEN!X -->"",fast_pattern,nocase; content:""apass""; content:""submit.x"",within 100; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:36338; rev:3; )",['T1566']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""BROWSER-WEBKIT Apple Safari user assisted applescript code execution attempt""; flow:to_client,established; file_data; content:""applescript://com.apple.scripteditor"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:ftp-data,http,imap,pop3; classtype:attempted-user; sid:36585; rev:3; )",['T1059']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $FTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.QVKeylogger outbound variant connection""; flow:to_server,established; content:""STOR public_html"",nocase; content:"".rar|0D 0A|"",within 25,nocase; metadata:impact_flag red; service:ftp; classtype:trojan-activity; sid:36603; rev:3; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""INDICATOR-COMPROMISE Metasploit Meterpreter reverse HTTPS certificate""; flow:to_client,established; content:""|16 03 01|""; content:""|0B|"",within 1,distance 2; content:""|30 82|"",within 2,distance 9; content:""|30 82|"",within 2,distance 2; content:""|A0 03 02 01 02 02|"",within 6,distance 2; content:""|30 0D 06 09 2A 86 48 86 F7 0D 01 01|"",within 22; content:""|31|"",within 1,distance 5; content:""|30|"",within 1,distance 1; content:""|06 03 55 04 03 0C|"",within 6,distance 1; byte_extract:1,0,string_size,relative; content:""|30|"",within 1,distance string_size; content:""|17 0D|"",within 2,distance 1; content:""Z|17 0D|"",within 3,distance 12; content:""Z|30|"",within 2,distance 12; content:""|31|"",within 1,distance 1; content:""|30|"",within 1,distance 1; content:""|06 03 55 04 03 0C|"",within 6,distance 1; byte_extract:1,0,string_size,relative; content:""|30 82|"",within 2,distance string_size; content:""|30 0D 06 09 2A 86 48 86 F7 0D 01 01 01 05 00 03 82|"",within 17,distance 2; content:""|30 82|"",within 2,distance 3; content:""|02 82|"",within 2,distance 2; content:""|02 03 01 00 01 A3 0D 30 0B 30 09 06 03 55 1D 13 04 02 30 00 30 0D 06 09 2A 86 48 86 F7 0D 01 01 0B 05 00|"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:ssl; classtype:misc-activity; sid:36611; rev:4; )",['T1189']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Tentobr outbound connection""; flow:to_server,established; http_uri; content:""/botnet/suca.php"",fast_pattern,nocase; http_raw_uri; bufferlen:16; http_client_body; content:""entradatrasera="",depth 15,nocase; content:""&key="",distance 0; content:""&pais="",distance 0; content:""&timeout="",distance 0; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:36666; rev:3; )",['T1571']
"alert tcp $HOME_NET any -> $EXTERNAL_NET [$HTTP_PORTS,22222,22223] ( msg:""APP-DETECT Hola VPN non-http port ping""; flow:to_server,established; content:""/ping?rmt_ver"",fast_pattern,nocase; metadata:policy max-detect-ips drop; classtype:policy-violation; sid:37304; rev:3; )",['T1021']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-OTHER Multiple products external entity data exfiltration attempt""; flow:to_server,established; file_data; content:""<!ENTITY"",nocase; content:""SYSTEM"",within 50,nocase; content:""://"",within 25; content:""<!ENTITY"",distance 0,nocase; content:""SYSTEM"",within 50,nocase; content:""://"",within 25; metadata:policy max-detect-ips drop,policy security-ips drop; service:smtp; classtype:misc-attack; sid:37313; rev:5; )",['T1020']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP Schneider default password login attempt""; flow:to_server,established; http_header; content:""Authorization|3A|"",nocase; content:""VVNFUjpVU0VS"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:default-login-attempt; sid:37393; rev:3; )",['T1078']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION Javascript obfuscation double unescape""; flow:to_client,established; file_data; content:""unescape(unescape("",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:ftp-data,http,imap,pop3; classtype:attempted-user; sid:38104; rev:2; )",['T1027']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC PowerShell Empire variant outbound connection""; flow:to_server,established; content:""GET /news.asp HTTP/1.1|0D 0A|Cookie: SESSION"",fast_pattern,nocase; http_header; content:""User-Agent: Mozilla/5.0 (Windows NT 6.1|3B| WOW64|3B| Trident/7.0|3B| rv:11.0) like Gecko""; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:38261; rev:5; )",['T1059']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 ( msg:""MALWARE-CNC Win.Trojan.FTPKeyLogger outbound connection""; flow:to_server,established; content:""PASS Goodman1986|0D 0A|"",fast_pattern,nocase; metadata:impact_flag red,ruleset community; service:ftp; T1056; classtype:trojan-activity; sid:38386; rev:3; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.FTPKeyLogger geolocation check""; flow:to_server,established; http_raw_uri; bufferlen:16; http_uri; content:""/geoip/geoip.php"",fast_pattern,nocase; http_header; content:!""Accept""; content:!""User-Agent""; content:!""Referer""; metadata:impact_flag red,ruleset community; service:http; T1056; classtype:trojan-activity; sid:38388; rev:3; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.iSpySoft variant exfiltration attempt""; flow:to_server,established; http_raw_uri; bufferlen:11; http_method; content:""POST""; http_uri; content:""/api?upload"",fast_pattern,nocase; http_header; content:""Expect|3A 20|""; content:!""User-Agent""; content:!""Accept""; content:!""Referer""; metadata:impact_flag red,ruleset community; service:http; T1020; classtype:trojan-activity; sid:38510; rev:3; )",['T1020']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger outbound connection - screenshot""; flow:to_server,established; http_uri; content:""/News/gate.php?"",fast_pattern,nocase; http_client_body; content:""JFIF""; http_uri; pcre:""/\/News\/gate\.php\x3f[a-f0-9]{32}\x3d\d/i""; metadata:impact_flag red,ruleset community; service:http; T1056; classtype:trojan-activity; sid:38560; rev:3; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger plugins download attempt""; flow:to_server,established; content:"".p HTTP/1.1"",fast_pattern,nocase; http_uri; content:""/plugins/""; pcre:""/\/plugins\/[a-z]{3,10}\.p/i""; metadata:impact_flag red,ruleset community; service:http; T1056; T1176; classtype:trojan-activity; sid:38561; rev:3; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger initial exfiltration attempt""; flow:to_server,established; content:""/gate.php"",fast_pattern,nocase; http_client_body; content:""pc="",nocase; content:""&admin="",distance 0,nocase; content:""&os="",distance 0,nocase; content:""&hid="",distance 0,nocase; content:""&arc="",distance 0,nocase; http_header; content:""User-Agent|3A 20|""; pcre:""/User-Agent\x3a\x20[A-F0-9]{32}\x0d\x0a/""; metadata:impact_flag red,ruleset community; service:http; T1020; T1056; classtype:trojan-activity; sid:38562; rev:4; )",['T1020']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger fake 404 response""; flow:to_client,established; http_stat_code; content:""200""; http_stat_msg; content:""OK""; pkt_data; content:"">404 Not Found<"",fast_pattern,nocase; content:"" requested URL / was not found ""; metadata:impact_flag red,ruleset community; service:http; T1056; classtype:trojan-activity; sid:38563; rev:4; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.GateKeylogger keylog exfiltration attempt""; flow:to_server,established; http_uri; content:""/post.php?"",fast_pattern,nocase; content:""pl=""; content:""&education="",distance 0; metadata:impact_flag red,ruleset community; service:http; T1020; T1056; classtype:trojan-activity; sid:38564; rev:3; )",['T1020']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Sweeper variant dropper initial download attempt""; flow:to_server,established; http_method; content:""HEAD""; pkt_data; content:"".bin"",fast_pattern,nocase; http_header; content:""User-Agent|3A 20|Microsoft BITS""; pkt_data; content:""Accept-Encoding|3A 20|identity|0D 0A|""; http_header; content:!""Content-Length""; http_uri; pcre:""/\/[a-f0-9]{32}\/\w+\.bin/""; metadata:impact_flag red,ruleset community; service:http; T1197; classtype:trojan-activity; sid:38565; rev:3; )",['T1197']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Sweeper variant dropper download attempt""; flow:to_server,established; content:"".bin"",fast_pattern,nocase; http_header; content:""User-Agent|3A 20|Microsoft BITS""; pkt_data; content:""Accept-Encoding|3A 20|identity|0D 0A|""; http_header; content:""If-Unmodified-Since""; content:""Range""; http_uri; pcre:""/\/[a-f0-9]{32}\/\w+\.bin/""; metadata:impact_flag red,ruleset community; service:http; T1197; classtype:trojan-activity; sid:38566; rev:3; )",['T1197']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""EXPLOIT-KIT Obfuscated exploit download attempt""; flow:to_client,established; file_data; content:""87,115,99,114,105,112,116,37,50,69,83,104,101,108,108"",fast_pattern,nocase; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:attempted-user; sid:39130; rev:2; )",['T1027']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION HTTP header invalid entry evasion attempt""; flow:to_client,established; content:""HTTP/1.1 200"",depth 12,nocase; content:!"" "",within 1,nocase; content:!""|0D 0A|Server: RUI""; metadata:policy max-detect-ips drop; service:http; classtype:non-standard-protocol; sid:39320; rev:5; )",['T1027']
"alert tcp $HOME_NET any -> $SMTP_SERVERS [25,587] ( msg:""MALWARE-CNC Win.Trojan.iSpy variant initial outbound connection""; flow:to_server,established; content:""=0D=0A=0D=0A"",fast_pattern,nocase; content:""iSpy Keylogger""; content:""Computer Information""; content:""Username:"",within 30; content:""Installed"",within 50; metadata:impact_flag red,ruleset community; service:smtp; T1056; classtype:trojan-activity; sid:39409; rev:3; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 7001 ( msg:""SERVER-WEBAPP Oracle Weblogic default credentials login attempt""; flow:to_server,established; http_uri; content:""/j_security_check"",fast_pattern,nocase; http_client_body; content:""j_username=""; content:""j_password=weblogic""; pcre:""/j_username=(root|system)/""; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:attempted-admin; sid:40905; rev:3; )",['T1078']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Ransomware.X-Mas variant keylogger outbound connection""; flow:to_server,established; http_uri; content:""/gate.php?"",fast_pattern,nocase; http_client_body; content:""|3C|br|3E 3C|br|3E 3C|b|3E 3C|big|3E 3C|font color=|22|""; content:""|22 3E 20 5B|"",within 12; http_header; content:!""Accept-""; content:!""Referer""; metadata:impact_flag red,ruleset community; service:http; T1056; classtype:trojan-activity; sid:41444; rev:4; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Osx.Keylogger.Elite variant outbound connection""; flow:to_server,established; http_uri; content:""/Mac/getInstallerSpecs/"",fast_pattern,nocase; content:""channel="",nocase; content:""info="",nocase; content:""enc-info="",nocase; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:41461; rev:3; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Houdini backdoor file download request""; flow:to_server,established; http_uri; content:""/ChromeSetup.bat"",fast_pattern,nocase; pkt_data; content:""User-Agent|3A| Microsoft BITS""; metadata:impact_flag red,ruleset community; service:http; T1197; classtype:trojan-activity; sid:41712; rev:3; )",['T1197']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION rfc822 HTTP transfer encoding attempt""; flow:to_client,established; http_header; content:""Content-"",nocase; content:""rfc822"",within 50,fast_pattern,nocase; metadata:policy max-detect-ips drop,policy security-ips drop; service:ftp-data,http,imap,pop3; classtype:policy-violation; sid:41714; rev:7; )",['T1027']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 55443 ( msg:""SERVER-WEBAPP McAfee Virus Scan Linux authentication token brute force attempt""; flow:to_server,established,no_stream; content:""/0409/nails"",fast_pattern,nocase; content:""Cookie|3A| nailsSessionId="",nocase; content:""pg=proxy"",nocase; content:""&tplt="",distance 0,nocase; detection_filter:track by_src,count 25,seconds 5; metadata:policy max-detect-ips drop; service:http; classtype:web-application-attack; sid:41920; rev:4; )",['T1110']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION Gzip encoded HTTP response with no Content-Length or chunked Transfer-Encoding header""; flow:to_client,established; http_header; content:""Content-Encoding: gzip"",fast_pattern,nocase; content:!""Content-Length: "",nocase; content:!""Transfer-Encoding: "",nocase; metadata:policy max-detect-ips drop; service:http; classtype:non-standard-protocol; sid:42017; rev:2; )",['T1027']
"alert tcp any any -> $HOME_NET 445 ( msg:""MALWARE-CNC Win.Trojan.Doublepulsar variant ping command""; flow:to_server,established; content:""|FF|SMB|32 00 00 00 00|"",depth 9,offset 4; content:""|41 00|"",within 2,distance 21; content:""|0E 00 0D 00 00 00 00 00 00 00 00 00 00 00 00 00 00|"",within 17,distance 29,fast_pattern,fast_pattern_offset 0,fast_pattern_length 10; flowbits:set,smb.trans2.mid65; flowbits:noalert; metadata:policy balanced-ips alert,policy max-detect-ips alert,policy security-ips alert,ruleset community; service:netbios-ssn; classtype:trojan-activity; sid:42332; rev:8; )",['T1189']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection""; flow:to_server,established; http_header; content:""X-Forwarded-For"",nocase; http_client_body; content:""=edoced_46esab"",fast_pattern,nocase; content:""z0=""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; T1100; classtype:trojan-activity; sid:42835; rev:5; )","['T1505', 'T1219']"
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP MVPower DVR Shell arbitrary command execution attempt""; flow:to_server,established; http_uri; bufferlen:>13; content:""/shell?"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; classtype:attempted-admin; gid:1; sid:42857; rev:4; )",['T1204']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 12401 ( msg:""SERVER-WEBAPP Schneider Electric IGSS dashboard deletion attempt""; flow:to_server,established; content:""|01 00 34 12 0D 00 00 00 00 00 00 00|"",depth 12,offset 2,fast_pattern; content:""|04|"",within 1,distance 4; content:""DASH"",distance 3,nocase; metadata:policy max-detect-ips drop; classtype:web-application-attack; sid:43113; rev:3; )",['T1070']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""BROWSER-FIREFOX Mozilla products obfuscated cross site scripting attempt""; flow:to_server,established; file_data; content:""&#xdc"",fast_pattern,nocase; content:""&#xdc""; content:""&#xdc"",distance 0; content:""&#xdc"",distance 0; metadata:policy max-detect-ips drop; service:smtp; classtype:attempted-admin; sid:43673; rev:3; )",['T1027']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 ( msg:""MALWARE-OTHER GHBkdr TLS Change Cipher spoof runtime detection""; flow:to_server,established; content:""|14 03 02 00 01 01 16 03 02 00 40 9D 6D CF 97 6A A0 67 DE 89 7C D1 E4 E3 DB 85 84 BB DF 54 7D 86 D3 C6 C8 99 F6 05 BA 5B 41 DD 9E 9F E6 6E 49 38 9A 3D 50 DD 2E 9C 61 56 6E 4C 9F CF B9 57 EE 80 E8 57 77 F4 F2 47 11 B8 82 B0 D7|"",fast_pattern,nocase; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop; classtype:trojan-activity; sid:44474; rev:4; )",['T1195']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 ( msg:""MALWARE-OTHER GHBkdr TLS Handshake spoof runtime detection""; flow:to_server,established; content:""|16 03 02 00 81 01 00 00 7D 03 02|""; content:""|00 00 18 C0 14 C0 13 00 39 00 33 00 35 00 2F C0 0A C0 09 00 38 00 32 00 0A 00 13 01 00 00 3C 00 00 00 16 00 14 00 00 11|www.microsoft.com|00 05 00 05 01 00 00 00 00 00 0A 00 06 00 04 00 17 00 18 00 0B 00 02 01 00 00 17 00 00 FF 01 00 01 00|"",fast_pattern,nocase; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop; classtype:trojan-activity; sid:44475; rev:3; )",['T1195']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Word.Trojan.Emotet obfuscated powershell""; flow:to_client,established; file_data; flowbits:isset,file.doc|file.xls; content:""powershell"",fast_pattern,nocase; pcre:""/powershell\s*?-e\s*?[A-Za-z0-9+\/=]{20}/i""; metadata:impact_flag red; service:ftp-data,http,imap,pop3; classtype:trojan-activity; sid:44559; rev:3; )",['T1059']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""MALWARE-CNC Word.Trojan.Emotet obfuscated powershell""; flow:to_server,established; file_data; flowbits:isset,file.doc|file.xls; content:""powershell"",fast_pattern,nocase; pcre:""/powershell\s*?-e\s*?[A-Za-z0-9+\/=]{20}/i""; metadata:impact_flag red; service:smtp; classtype:trojan-activity; sid:44560; rev:3; )",['T1059']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC PowerShell Empire variant outbound connection""; flow:to_server,established; http_header; content:""CF-RAY: ""; content:""=|0D 0A|"",within 3,distance 27; pcre:""/CF-RAY: [a-z0-9]{27}=\x0d\x0a/i""; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:44563; rev:4; )",['T1059']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC PowerShell Empire variant outbound connection""; flow:to_server,established; content:""HTTP/1.1|0D 0A|Cookie: SESSION"",fast_pattern,nocase; http_cookie; pcre:""/^session(id)?=[a-z0-9\x2b\x2f]{27}=$/im""; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:44564; rev:5; )",['T1059']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 8045 ( msg:""POLICY-OTHER EMC Autostart default domain login attempt""; flow:to_server,established; content:""|31 00 00 00|""; content:""|00 00 00 63 00 00 00 01|"",within 8,distance 8; content:""|31 00 00 00|"",within 4,distance 4; content:""eas550"",within 6,distance 64; classtype:default-login-attempt; sid:44623; rev:4; )",['T1078']
"alert tcp any any -> $HOME_NET 445 ( msg:""MALWARE-OTHER Win.Ransomware.BadRabbit propagation via SVCCTL remote service attempt""; flow:to_server,established; content:""|FE|SMB"",depth 4,offset 4; content:""|5C 00|r|00|u|00|n|00|d|00|l|00|l|00|3|00|2|00|.|00|e|00|x|00|e"",fast_pattern,nocase; content:""|5C 00|i|00|n|00|f|00|p|00|u|00|b|00|.|00|d|00|a|00|t"",nocase; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop; service:dcerpc; classtype:trojan-activity; sid:44646; rev:5; )",['T1021']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC PowerShell Empire HTTP listener response""; flow:to_client,established; http_header; content:""Content-Length: 233|0D 0A|"",fast_pattern,nocase; content:""Expires: 0|0D 0A|"",nocase; content:""Cache-Control: no-cache, no-store, must-revalidate|0D 0A|"",nocase; content:""Pragma: no-cache|0D 0A|"",nocase; http_stat_msg; content:""Not Found"",nocase; http_header; content:!""Set-Cookie: "",nocase; content:!""|0D 0A|X-"",nocase; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:45352; rev:3; )",['T1059']
"alert tcp $EXTERNAL_NET 3389 -> $HOME_NET any ( msg:""POLICY-OTHER Remote Desktop weak 40-bit RC4 encryption use attempt""; flow:to_client,established; content:""|02 0C|""; content:""|01 00 00 00 01 00 00 00 20 00 00 00|"",within 12,distance 2; content:""|01 00 00 00 01 00 00 00 01 00 00 00 06 00|"",within 14,distance 36; metadata:policy max-detect-ips drop; service:rdp; classtype:policy-violation; sid:45518; rev:4; )",['T1021']
"alert udp $HOME_NET any -> $EXTERNAL_NET 53 ( msg:""MALWARE-CNC Win.Trojan.UDPOS outbound data exfiltration""; flow:to_server; isdataat:150; content:""|0F|""; content:""|03|trp"",within 4,distance 15,fast_pattern; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:dns; T1020; classtype:trojan-activity; sid:45967; rev:2; )",['T1020']
"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""MALWARE-CNC MultiOS.Trojan.OSCelestial variant inbound connection""; flow:to_client,established; content:""|74 00 29|net.oscp.client.keylogger.KeystrokeLogger"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; T1056; classtype:trojan-activity; sid:45980; rev:2; )",['T1056']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Vbs.Downloader.Agent inbound connection""; flow:to_client,established; flowbits:isset,file.ole; file_data; content:""3832D640-CF90-11CF-8E43-00A0C911005A"",fast_pattern,nocase; content:""Workbook_Open"",nocase; content:""Document_Open"",nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ftp-data,http,imap,pop3; classtype:trojan-activity; sid:46436; rev:1; )",['T1059']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP HP VAN SDN Controller default token authentication attempt""; flow:to_server,established; http_header; content:""X-Auth-Token|3A|"",nocase; content:""AuroraSdnToken37"",fast_pattern,nocase; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:attempted-admin; sid:47137; rev:2; )",['T1078']
"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""MALWARE-CNC Unix.Trojan.Vpnfilter plugin variant connection attempt""; flow:to_client,established; content:""|00 AC D3 62 78 26 76 31 E5 E7 E5 1D C2 3C 15 40 25 2F 90 BD 1F 7F 0E 5E 33 77 EC 0C 1E 6B 61 47|"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; T1176; classtype:trojan-activity; sid:47377; rev:2; )",['T1176']
