Sid,Response,With_Limit_Prompt_Without_Competition_Without_Limit_Return,With_Limit_Prompt_Without_Competition_With_Limit_Return,With_Limit_Prompt_With_Competition_Without_Limit_Return,With_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
37245,"[
   {
     ""sid"": ""37245"",
     ""Technique ID"": ""T1100"",
     ""Technique name"": ""Web Shell"",
     ""Quotes"": ""Adversaries may deploy a web shell to provide remote administrative control over a web server."",
     ""Explanation"": ""This rule detects connection attempts to a web shell.""
   },
   {
     ""sid"": ""37245"",
     ""Technique ID"": ""T1132"",
     ""Technique name"": ""Data Encoding"",
     ""Quotes"": ""Adversaries may encode data to make the content of command and control traffic more difficult to detect"",
     ""Explanation"": ""The rule looks for encoded data in HTTP client bodies.""
   }
 ][
     ""sid"": ""37245"",
     ""Technique ID"": ""T1100"",
     ""Technique name"": ""Remote Access Trojan"",
     ""Quotes"": ""Remote Access Trojans (RATs) are a type of malware that can be installed on a victim system to provide the attacker with remote access and control over that system."",
     ""Explanation"": ""This rule looks for connections to a known web shell used by RATs to communicate with their command and control server.""
 ],
     ""sid"": ""37245"",
     ""Technique ID"": ""T1132"",
     ""Technique name"": ""Data Encoding"",
     ""Quotes"": ""Adversaries may encode data to make the content of command and control traffic more difficult to detect."",
     ""Explanation"": ""The rule looks for a specific pattern that is commonly used by malware to encode data.""
 ][
         ""sid"": ""37245"",
         ""Technique ID"": ""T1100"",
         ""Technique name"": ""Web Shell"",
         ""Quotes"": ""Adversaries may use existing web shells or upload new web shells to gain remote access to a system"",
         ""Explanation"": ""This rule detects an attempt to connect to a web shell, which is a malicious script that allows an attacker to execute commands on a web server.""
     ],
     [
         ""sid"": ""37245"",
         ""Technique ID"": ""T1132"",
         ""Technique name"": ""Data Encoding"",
         ""Quotes"": ""Adversaries may encode data to make the content of command and control traffic more difficult to detect"",
         ""Explanation"": ""The rule uses a base64-encoded string in the HTTP request, which is a common technique used by malware to hide malicious payloads.""
     ]","['T1132', 'T1001', 'T1110', 'T1105']","['T1001', 'T1110']","['T1100', 'T1132']","['T1100', 'T1132']","['T1001', 'T1219']"
56606,"[
   {
     ""sid"": ""56606"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""The rule detects inbound communication from a known malicious IP address used for delivering malware and may be related to tool transfer.""
   },
   {
     ""sid"": ""56606"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel"",
     ""Explanation"": ""The rule detects outbound communication to a known C2 server, suggesting potential data exfiltration.""
   }
 ][
   {
     ""sid"": ""56606"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""The rule detects the usage of a RAT (Remote Access Trojan) that attempts to establish communication with a command-and-control server. Ingress Tool Transfer is used to transfer malicious tools and establish persistence on the target system.""
   },
   {
     ""sid"": ""56606"",
     ""Technique ID"": ""T1041"",
     ""Technique Name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel"",
     ""Explanation"": ""The rule detects an attempt by the RAT to exfiltrate data to a remote server through a preexisting C2 channel. Exfiltration Over C2 Channel refers to adversaries sending data over a command-and-control channel established during an intrusion.""
   }
 ][
     ""sid"": ""56606"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over Command and Control Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
     ""Explanation"": ""This rule detects the inbound command from a malware-associated domain, attempting to control a compromised system.""
 ]","['T1105', 'T1071', 'T1132', 'T1005', 'T1059', 'T1569', 'T1041', 'T1057', 'T1495', 'T1003']","['T1071', 'T1059']","['T1105', 'T1041']","['T1041', 'T1105']",['T1071']
56614,"{}[
     ""sid"": ""56614"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
     ""Explanation"": ""This rule looks for Cobalt Strike beacon connections. Cobalt Strike is a remote access tool (RAT) that can be used to control compromised systems and transfer files.""
 ],
 ""sid"": ""56614"",
     ""Technique ID"": ""T1048"",
     ""Technique name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel."",
     ""Explanation"": ""This rule looks for Cobalt Strike beacon connections. Cobalt Strike can be used to exfiltrate data over HTTP.""
 ][
     {
         ""sid"": ""56614"",
         ""Technique ID"": ""T1105"",
         ""Technique Name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
         ""Explanation"": ""The rule detects an attempt to connect to a Cobalt Strike beacon, which is a tool commonly used by adversaries for remote access and control.""
     },
     {
         ""sid"": ""56614"",
         ""Technique ID"": ""T1041"",
         ""Technique Name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
         ""Explanation"": ""The rule also mentions the presence of a backdoor, which could be used by adversaries to exfiltrate data from the compromised environment.""
     }
 ]","['T1041', 'T1071', 'T1105', 'T1106', 'T1490', 'T1048', 'T1095', 'T1570', 'T1114', 'T1568', 'T1589', 'T1133', 'T1090']","['T1071', 'T1048']","['T1105', 'T1048', 'T1041']","['T1105', 'T1048']",['T1083']
12372,"[
     ""sid"": ""12372"",
     ""Technique ID"": ""T1068"",
     ""Technique name"": ""Exploitation for Privilege Escalation"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities that exist within the operating system or other software running on the target system to gain elevated privileges."",
     ""Explanation"": ""This rule looks for a rudimentary keylogger that uses an email server to exfiltrate captured data. The rule indicates the presence of a malware (MG-Shadow 2.0 runtime detection) attempting to elevate privileges.""
 ][
   {
     ""sid"": ""12372"",
     ""Technique ID"": ""T1046"",
     ""Technique Name"": ""Network Service Discovery"",
     ""Quotes"": ""Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation"",
     ""Explanation"": ""This rule detects attempts to use the SMTP protocol to discover services running on a remote host. This information could be used to identify potential targets for further attacks, such as remote code execution vulnerabilities.""
   }
 ][
   {
     ""sid"": ""12372"",
     ""Technique ID"": ""T1046"",
     ""Technique name"": ""Network Service Discovery"",
     ""Quotes"": [
       ""Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation""
     ],
     ""Explanation"": ""This rule may detect adversaries attempting to gather information about the running services on the network, including the SMTP service, which could be a target for exploitation.""
   },
   {
     ""sid"": ""12372"",
     ""Technique ID"": ""T1068"",
     ""Technique name"": ""Exploitation for Privilege Escalation"",
     ""Quotes"": [
       ""Adversaries may exploit software vulnerabilities in an attempt to elevate privileges""
     ],
     ""Explanation"": ""The rule identifies the presence of the mg-shadow 2.0 keylogger, which could be used by adversaries to escalate privileges and gain unauthorized access to the system.""
   }
 ]","['T1056', 'T1046', 'T1566', 'T1068', 'T1082', 'T1490']","['T1056', 'T1566']","['T1068', 'T1046']","['T1068', 'T1046']",['T1056']
59348,"[
         ""sid"": ""59348"",
         ""Technique ID"": ""T1574"",
         ""Technique name"": ""Phishing"",
         ""Quotes"": """"Phishing techniques involve fraudulent emails or websites designed to trick victims into providing sensitive information or downloading malicious content."""",
         ""Explanation"": ""This rule detects outbound connections from a web server to an external IP address and includes the words """"uname -a"""" and """"Server Name"""", which are commonly used in phishing attacks to gather information about the target system.""
     ],
     [
         ""sid"": ""59348"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."""",
         ""Explanation"": ""This rule detects outbound connections from a web server to an external IP address, which could indicate an attempt to exploit a vulnerability in a public-facing web application.""
     ]
 ][
   {
     ""sid"": ""59348"",
     ""Technique ID"": ""T1110"",
     ""Technique name"": ""Data Exfiltration"",
     ""Quotes"": ""Adversaries may exfiltrate data from a compromised system to an account they control"",
     ""Explanation"": ""This rule detects an outbound connection attempt by a PHP web shell, which is often used by adversaries to exfiltrate data from compromised systems.""
   },
   {
     ""sid"": ""59348"",
     ""Technique ID"": ""T1486"",
     ""Technique name"": ""Data Encrypted for Impact"",
     ""Quotes"": ""Data Encrypted for Impact describes tactics and techniques in which adversaries encrypt data on a victim host to render it unusable to the victim organization."",
     ""Explanation"": ""This rule detects an attempt to exfiltrate data using encryption, making it unusable to the victim organization.""
   }
 ]
 {}
 ","['T1495', 'T1219', 'T1071', 'T1189', 'T1530', 'T1496', 'T1105', 'T1095', 'T1129', 'T1068', 'T1210', 'T1204']","['T1219', 'T1071']","['T1574', 'T1190', 'T1110', 'T1486']","['T1574', 'T1190']",['T1505']
39642,"[
         {
             ""sid"": ""39642"",
             ""Technique ID"": ""T1552"",
             ""Technique name"": ""Unsecured Credentials"",
             ""Quotes"": ""Adversaries may search compromised systems to find and obtain insecurely stored credentials."",
             ""Explanation"": ""This rule looks for attempts to access the securitydbData.xml file, which contains credentials for the WebNMS framework.""
         },
         {
             ""sid"": ""39642"",
             ""Technique ID"": ""T1190"",
             ""Technique name"": ""Exploit Public-Facing Application"",
             ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
             ""Explanation"": ""This rule looks for attempts to exploit a vulnerability in the WebNMS framework that allows for the disclosure of credential information.""
         }
     ][
   {
     ""sid"": ""39642"",
     ""Technique ID"": ""T1552"",
     ""Technique Name"": ""Unsecured Credentials"",
     ""Quotes"": ""Adversaries may search compromised systems to find and obtain insecurely stored credentials"",
     ""Explanation"": ""This rule detects a request to fetch a file named 'securitydbData.xml' from a web application server. This file may contain sensitive credentials or configuration information.""
   },
   {
     ""sid"": ""39642"",
     ""Technique ID"": ""T1110"",
     ""Technique Name"": ""Brute Force"",
     ""Quotes"": ""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained"",
     ""Explanation"": ""This rule might indicate an attempt to brute-force credentials on a web application server, as it detects a request to fetch a file that may contain sensitive information.""
   }
 ]
 {}
 ","['T1203', 'T1552', 'T1006', 'T1110', 'T1210', 'T1012', 'T1587', 'T1190', 'T1005', 'T1560', 'T1069', 'T1087', 'T1554', 'T1217']","['T1190', 'T1087']","['T1552', 'T1190', 'T1110']","['T1552', 'T1190']",['T1003']
40238,"[
     ""sid"": ""40238"",
     ""Technique ID"": ""T1056"",
     ""Technique name"": ""Input Capture"",
     ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a trojan (AgentTesla) that captures data sent to a ""/post.php"" URI, which commonly exfiltrates sensitive user input (e.g., hardware ID, PC name, credentials)."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
 ],
     ""sid"": ""40238"",
     ""Technique ID"": ""T1119"",
     ""Technique name"": ""Automated Collection"",
     ""Quotes"": """"Automated Collection techniques involve using tools or scripts to automatically collect data within a system or network. The rule indicates the presence of a trojan (AgentTesla) that uses an automated mechanism to gather various types of user and system information, which is then sent to a remote server."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
 ][
     {
         ""sid"": ""40238"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel"",
         ""Explanation"": ""This rule detects outbound connections to a known C2 server used by the AgentTesla keylogger. This keylogger exfiltrates stolen data, such as keystrokes, system information, and credentials, over an established C2 channel.""
     },
     {
         ""sid"": ""40238"",
         ""Technique ID"": ""T1071"",
         ""Technique name"": ""Application Layer Protocol"",
         ""Quotes"": ""Adversaries may communicate using OSI application layer protocols to avoid detection/network filtering by blending in with existing traffic"",
         ""Explanation"": ""This rule detects the use of HTTP, an application layer protocol, for communication between the infected system and the C2 server. The keylogger uses HTTP to blend its exfiltration traffic with legitimate web traffic, making it harder to detect.""
     }
 ][
     {
         ""sid"": ""40238"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": ""\""Adversaries may steal data by exfiltrating it over an existing command and control channel\"""",
         ""Explanation"": ""This rule detects exfiltration of sensitive data such as hardware ID (hwid), computer name (pcname), username, and password over HTTP to a remote server.""
     },
     {
         ""sid"": ""40238"",
         ""Technique ID"": ""T1056"",
         ""Technique name"": ""Input Capture"",
         ""Quotes"": ""\""Adversaries may use methods of capturing user input to obtain credentials or collect information\"""",
         ""Explanation"": ""The rule looks for outbound HTTP traffic containing specific parameters typically associated with keyloggers, which are used to capture user input.""
     }
 ]","['T1041', 'T1071', 'T1119', 'T1056', 'T1124', 'T1560', 'T1190', 'T1567', 'T1048', 'T1558', 'T1608', 'T1133', 'T1115']","['T1071', 'T1056']","['T1056', 'T1119', 'T1041', 'T1071']","['T1056','T1505']",['T1056']
29918,"[
   {
     ""sid"": ""29918"",
     ""Technique ID"": ""T1056"",
     ""Technique Name"": ""Input Capture"",
     ""Quotes"": ""\""Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a keylogger (Vacky) that steals system information, which is a common method used by keyloggers to stealthily capture input data.\"""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   },
   {
     ""sid"": ""29918"",
     ""Technique ID"": ""T1010"",
     ""Technique Name"": ""Application Window Discovery"",
     ""Quotes"": ""\""Application Window Discovery techniques involve identifying and enumerating visible application windows to gather information about the system and running processes.\"""",
     ""Explanation"": ""The rule checks for the presence of an application window with a specific pattern in its title, which could be indicative of a keylogger or other malicious software attempting to hide its presence.""
   }
 ]
 {}
 [
   {
     ""sid"": ""29918"",
     ""Technique ID"": ""T1056"",
     ""Technique name"": ""Input Capture"",
     ""Quotes"": ""Adversaries may use methods of capturing user input to obtain credentials or collect information"",
     ""Explanation"": ""This rule detects traffic from a keylogger, which is a type of malware that captures user input such as keystrokes.""
   },
   {
     ""sid"": ""29918"",
     ""Technique ID"": ""T1564"",
     ""Technique name"": ""Hide Artifacts"",
     ""Quotes"": ""Adversaries may attempt to hide artifacts associated with their behaviors to evade detection"",
     ""Explanation"": ""Keyloggers often attempt to hide their presence on a system by using stealth techniques, such as hiding their files and processes.""
   }
 ]","['T1565', 'T1056', 'T1010', 'T1123', 'T1580', 'T1564', 'T1555', 'T1199', 'T1005', 'T1119', 'T1590']","['T1056', 'T1123']","['T1056', 'T1010', 'T1564']","['T1056', 'T1010']",['T1056']
13236,"[
     {
         ""sid"": ""13236"",
         ""Technique ID"": ""T1119"",
         ""Technique Name"": ""Automated Collection"",
         ""Quotes"": ""Once established within a system or network, an adversary may use automated techniques for collecting internal data."",
         ""Explanation"": ""This rule detects activity associated with a keylogger, which is a tool used to capture and record user input, including keystrokes and other sensitive information.""
     }
 ][
         ""sid"": ""13236"",
         ""Technique ID"": ""T1056"",
         ""Technique name"": ""Input Capture"",
         ""Quotes"": ""Adversaries may use methods of capturing user input to obtain credentials or collect information"",
         ""Explanation"": ""This rule detects a keylogger by looking for specific strings that indicate that a keylogger is active""
     ],
     [
         ""sid"": ""13236"",
         ""Technique ID"": ""T1048"",
         ""Technique name"": ""Exfiltration Over Email"",
         ""Quotes"": ""Adversaries may send exfiltrated data over email directly to an adversary-controlled email account or service"",
         ""Explanation"": ""This rule detects a keylogger by looking for specific strings that indicate that a keylogger is active and sending emails with collected data""
     ]
 ][
   {
     ""sid"": ""13236"",
     ""Technique ID"": ""T1119"",
     ""Technique name"": ""Automated Collection"",
     ""Quotes"": ""Once established within a system or network, an adversary may use automated techniques for collecting internal data, such as file metadata and system configuration data."",
     ""Explanation"": ""The rule detects activity associated with the Keylogger 3.9.2 malware, which is known to collect and exfiltrate user activity logs.""
   },
   {
     ""sid"": ""13236"",
     ""Technique ID"": ""T1567"",
     ""Technique name"": ""Exfiltration Over Web Service"",
     ""Quotes"": ""Adversaries may use an existing, legitimate external Web service to exfiltrate data rather than their primary command and control channel."",
     ""Explanation"": ""The rule indicates that the detected malware is attempting to exfiltrate collected data via email, which is a common method used by adversaries to avoid detection and evade network filtering.""
   }
 ]","['T1113', 'T1056', 'T1588', 'T1137', 'T1572', 'T1114', 'T1119', 'T1567', 'T1566', 'T1115', 'T1059']","['T1056', 'T1566']","['T1119', 'T1056', 'T1048', 'T1567']","['T1119','T1505']",['T1056']
47399,"[
     ""sid"": ""47399"",
     ""Technique ID"": ""T1059"",
     ""Technique name"": ""Command and Scripting Interpreter"",
     ""Quotes"": ""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries."",
     ""Explanation"": ""This rule detects outbound attempts to establish an interactive shell using the Windows command interpreter ""cmd.exe"", which is commonly used by adversaries to execute commands remotely.""
 ][
   {
     ""sid"": ""47399"",
     ""Technique ID"": ""T1059"",
     ""Technique name"": ""Command and Scripting Interpreter"",
     ""Quotes"": ""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries."",
     ""Explanation"": ""This rule detects attempts to use the Windows command-line interpreter (cmd.exe) to establish an outbound shell connection, which is a common technique used by adversaries to gain remote access and control of a system.""
   },
   {
     ""sid"": ""47399"",
     ""Technique ID"": ""T1568"",
     ""Technique name"": ""Dynamic Resolution"",
     ""Quotes"": ""Adversaries may dynamically establish connections to command and control infrastructure to evade common detections and remediations."",
     ""Explanation"": ""This rule detects attempts to establish outbound connections to remote hosts, which could be part of an adversary's effort to establish a dynamic connection to a command and control server.""
   }
 ][
   {
     ""sid"": ""47399"",
     ""Technique ID"": ""T1047"",
     ""Technique Name"": ""Windows Management Instrumentation"",
     ""Quotes"": ""Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads."",
     ""Explanation"": ""Microsoft Windows XP [Version identifies Windows Management Instrumentation (WMI) command being executed.""
   },
   {
     ""sid"": ""47399"",
     ""Technique ID"": ""T1027"",
     ""Technique Name"": ""Obfuscated Files or Information"",
     ""Quotes"": ""Adversaries may obscure the contents of a file or information with the purpose of concealing its intended use or contents."",
     ""Explanation"": ""The string \""Microsoft Windows XP [Version\"" is used to obfuscate suspicious outbound shell attempt and avoid detection.""
   }
 ]","['T1041', 'T1568', 'T1059', 'T1071', 'T1571', 'T1047', 'T1056', 'T1106', 'T1046', 'T1048', 'T1074']","['T1071', 'T1059']","['T1059', 'T1568', 'T1047', 'T1027']","['T1059', 'T1568']",['T1059']
7180,"[
     ""sid"": ""7180"",
     ""Technique ID"": ""T1056"",
     ""Technique name"": ""Input Capture"",
     ""Quotes"": ""Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information."",
     ""Explanation"": ""The rule looks for a connection with Desktop Detective. Desktop Detective is a keylogger that has the ability to capture keystrokes of the user.""
 ][
   {
     ""sid"": ""7180"",
     ""Technique ID"": ""T1071"",
     ""Technique name"": ""System Information Discovery"",
     ""Quotes"": ""Adversaries may attempt to gather information about the system in order to identify potential vulnerabilities or gain insight into system configurations."",
     ""Explanation"": ""This rule detects attempts to establish an initial connection to a remote host by a keylogger known as “Desktop Detective 2000.” The adversary is likely attempting to gather system information for reconnaissance purposes.""
   },
   {
     ""sid"": ""7180"",
     ""Technique ID"": ""T1048"",
     ""Technique name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel."",
     ""Explanation"": ""Keyloggers often use non-standard protocols to exfiltrate captured data. This rule detects the initialization of a connection to a keylogger, suggesting that the adversary may be attempting to exfiltrate data over a non-standard protocol.""
   }
 ][
   {
     ""sid"": ""7180"",
     ""Technique ID"": ""T1033"",
     ""Technique name"": ""Network Sniffing"",
     ""Quotes"": ""Adversaries may sniff network traffic within range to gather information."",
     ""Explanation"": ""This event is generated when a Keylogger desktop detective runtime detection - init connection is detected.""
   },
   {
     ""sid"": ""7180"",
     ""Technique ID"": ""T1553"",
     ""Technique name"": ""Subvert Trust Controls"",
     ""Quotes"": ""Adversaries may undermine security controls that will either warn users of untrusted activity or prevent execution of untrusted programs."",
     ""Explanation"": ""Keyloggers can be used to subvert trust controls by capturing user input, including passwords.""
   }
 ]","['T1056', 'T1543', 'T1113', 'T1048', 'T1553']","['T1056', 'T1048']","['T1056', 'T1071', 'T1048', 'T1033', 'T1553']","['T1056','T1505']",['T1056']
