Sid,Response,With_Limit_Prompt_Without_Competition_Without_Limit_Return,With_Limit_Prompt_Without_Competition_With_Limit_Return,With_Limit_Prompt_With_Competition_Without_Limit_Return,With_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
37245,"
 {}
 
 {}
 
 [
   {
     ""Sid"": ""37245"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on HTTP traffic that contains an HTTP POST request body that starts with \""=@eval(base64_decode($_POST\"". This indicates that the traffic is attempting to transfer a tool or file from an external system into the compromised environment, which is consistent with the T1105 technique.""
   },
   {
     ""Sid"": ""37245"",
     ""Technique ID"": ""T1001"",
     ""Technique Name"": ""Data Obfuscation"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on HTTP traffic that contains an HTTP POST request body that starts with \""=@eval(base64_decode($_POST\"". This indicates that the traffic is attempting to obfuscate the content of the command and control traffic, which is consistent with the T1001 technique.""
   }
 ]
 ","['T1001', 'T1105', 'T1132']","['T1001', 'T1105']","['T1105', 'T1001']","['T1105', 'T1001']","['T1001', 'T1219']"
56606,"python
 {}
 [
   {
     ""Sid"": ""56606"",
     ""Technique ID"": ""T1071"",
     ""Technique Name"": ""Application Layer Protocol"",
     ""Quotes"": [],
     ""Explanation"": ""The rule uses http_header keyword, indicating that it is looking for a specific HTTP header, which is an application layer protocol.""
   },
   {
     ""Sid"": ""56606"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for specific HTTP headers and content, which could be used to transfer tools or other files into a compromised environment.""
   }
 ]
 {
   ""Sid"": ""56606"",
   ""Technique ID"": ""T1102"",
   ""Technique Name"": ""Web Service"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects an inbound command attempt to a Rat.Tool.CSBundleUSATodayServer variant, which suggests that the adversary is using a legitimate web service for command and control.""
 }
 ","['T1078', 'T1102', 'T1021', 'T1041', 'T1114', 'T1105', 'T1007', 'T1016', 'T1566', 'T1495', 'T1040', 'T1095', 'T1092', 'T1586', 'T1197', 'T1071', 'T1132', 'T1001']","['T1071', 'T1078']","['T1071', 'T1105', 'T1102']","['T1071', 'T1105']",['T1071']
56614,"{}{
 ""Sid"": ""56614"",
 ""Technique ID"": ""T1102"",
 ""Technique Name"": ""Web Service"",
 ""Quotes"": [
 ""\""Adversaries may use an existing, legitimate external Web service as a means for relaying data to/from a compromised system\""""
 ],
 ""Explanation"": ""The rule detects Cobalt Strike beacon connection attempts over HTTP, which is a web service.""
 }
 {
 ""Sid"": ""56614"",
 ""Technique ID"": ""T1189"",
 ""Technique Name"": ""Drive-by Compromise"",
 ""Quotes"": [
 ""\""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing\""""
 ],
 ""Explanation"": ""The rule is triggered when a client attempts to connect to a Cobalt Strike server over HTTP, which could be done through a drive-by compromise.""
 }{""Sid"": ""56614"", ""Technique ID"": ""T1047"", ""Technique Name"": ""Windows Management Instrumentation"", ""Quotes"": [], ""Explanation"": ""The rule uses a content match for \""Accept-Encoding|3A| gzip, deflate, br\"", which is a common header used in HTTP requests. WMI can be abused to execute malicious commands and payloads over HTTP, and this header is often used in WMI-based attacks.""}","['T1102', 'T1047', 'T1072', 'T1129', 'T1189', 'T1564', 'T1553', 'T1007', 'T1566', 'T1090', 'T1211', 'T1083', 'T1104', 'T1110', 'T1134', 'T1132', 'T1001']","['T1189', 'T1102']","['T1102', 'T1189', 'T1047']","['T1102', 'T1189']",['T1083']
12372,"
 {
   ""12372"": {
     ""Technique ID"": ""T1144"",
     ""Technique Name"": ""Email Collection"",
     ""Quotes"": null,
     ""Explanation"": ""The rule detects the presence of the \""X-Mailer: Mailer\"" header, which is often associated with keylogging malware. Keylogging malware can be used to collect sensitive information, such as email credentials, which could be used to compromise email accounts and collect additional information.""
   }
 }
 
 {}
 [
   {
     ""Sid"": ""12372"",
     ""Technique ID"": ""T1203"",
     ""Technique Name"": ""Exploitation for Client Execution"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attack that exploits a software vulnerability in a client application (such as a web browser or email client) to execute malicious code. This could allow the attacker to gain control of the client system and execute arbitrary commands.""
   },
   {
     ""Sid"": ""12372"",
     ""Technique ID"": ""T1114"",
     ""Technique Name"": ""Email Collection"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attack that targets user email to collect sensitive information. This could allow the attacker to gain access to the user's email account and read their emails.""
   }
 ]","['T1080', 'T1113', 'T1505', 'T1546', 'T1114', 'T1559', 'T1569', 'T1120', 'T1203', 'T1211', 'T1040', 'T1059', 'T1087', 'T1557', 'T1132', 'T1001']","['T1505', 'T1059']","['T1144', 'T1203', 'T1114']","['T1144', 'T1505']",['T1056']
59348,"{
   ""Sid"": ""59348"",
   ""Technique ID"": ""T1011"",
   ""Technique Name"": ""Exfiltration Over Other Network Medium"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for outgoing traffic from an internal IP on HTTP ports, and then checks for the presence of specific keywords in the file data, such as \""uname -a\"" and \""Server Name\"". This suggests that an attacker is attempting to exfiltrate system information over HTTP, which is an example of Exfiltration Over Other Network Medium (T1011).""
 }
 {
   ""Sid"": ""59348"",
   ""Technique ID"": ""T1529"",
   ""Technique Name"": ""System Shutdown/Reboot"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for outgoing traffic from an internal IP on a specific port and then checks for the presence of specific keywords in the file data. This suggests that an attacker is attempting to control a remote system, which could include shutting down or rebooting the system (T1529).""
 }{
   ""Sid"": ""59348"",
   ""Technique ID"": ""T1110"",
   ""Technique Name"": ""Brute Force"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for a command that may be part of a brute-force attack against a web server.""
 }
 {
   ""Sid"": ""59348"",
   ""Technique ID"": ""T1114"",
   ""Technique Name"": ""Email Collection"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on outbound HTTP traffic containing the string \""<bServer Name:\"", which suggests that the traffic may be related to email collection activities.""
 }
 ","['T1529', 'T1102', 'T1072', 'T1029', 'T1114', 'T1011', 'T1574', 'T1195', 'T1012', 'T1203', 'T1212', 'T1040', 'T1110', 'T1071', 'T1020', 'T1001', 'T1074']","['T1071', 'T1020']","['T1011', 'T1529', 'T1110', 'T1114']","['T1011', 'T1529']",['T1505']
39642,"{""Sid"": ""39642"", ""Technique ID"": ""T1114"", ""Technique Name"": ""Email Collection"", ""Quotes"": [], ""Explanation"": ""The rule is looking for a specific URI (/servlets/FetchFile) and content (\""fileName=\"", \""conf/securitydbData.xml\"") which suggests that the adversary is trying to collect sensitive information from the system.""}, {""Sid"": ""39642"", ""Technique ID"": ""T1556"", ""Technique Name"": ""Modify Authentication Process"", ""Quotes"": [], ""Explanation"": ""The rule is looking for a specific URI (/servlets/FetchFile) and content (\""fileName=\"", \""conf/securitydbData.xml\"") which suggests that the adversary is trying to modify the authentication process to access user credentials.""}[
   {
     ""Sid"": ""39642"",
     ""Technique ID"": ""T1114"",
     ""Technique Name"": ""Email Collection"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when an attacker tries to access the security database file of a server using the FetchFile servlet, which could contain sensitive information like email addresses.""
   },
   {
     ""Sid"": ""39642"",
     ""Technique ID"": ""T1556"",
     ""Technique Name"": ""Modify Authentication Process"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to access a file that contains authentication credentials, suggesting that the attacker might be trying to modify the authentication process.""
   }
 ]
 {}
 ","['T1124', 'T1129', 'T1048', 'T1114', 'T1525', 'T1569', 'T1542', 'T1211', 'T1556', 'T1092', 'T1010', 'T1555']","['T1048', 'T1569']","['T1114', 'T1556']","['T1114', 'T1556']",['T1003']
40238,"
 {
   ""Sid"": ""40238"",
   ""Technique ID"": ""T1110"",
   ""Technique Name"": ""Brute Force"",
   ""Quotes"": [],
   ""Explanation"": ""The rule contains \""username\"" and \""password\"" in its content which suggests that the IDS rule is related to brute force attack where adversaries try to guess user credentials in order to gain access.""
 }
 
 {
   ""Sid"": ""40238"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over C2 Channel"",
   ""Quotes"": [],
   ""Explanation"": ""The rule is related to Win.Keylogger.AgentTesla exfiltrating data, which suggests that the rule is about exfiltration over C2 channel. The rule uses content matchers such as \""type=\"", \""hwid=\"", \""pcname=\"", \""username=\"", and \""password=\"", indicating that it may be related to exfiltration of user credential information.""
 }
 
 {}
 ","['T1047', 'T1029', 'T1114', 'T1574', 'T1036', 'T1518', 'T1007', 'T1012', 'T1563', 'T1083', 'T1190', 'T1040', 'T1104', 'T1586', 'T1110', 'T1087', 'T1010', 'T1041']","['T1047', 'T1190']","['T1110', 'T1041']","['T1110', 'T1041']",['T1056']
29918,"JSON
 [
   {
     ""Sid"": ""29918"",
     ""Technique ID"": ""T1007"",
     ""Technique Name"": ""System Service Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for specific patterns in the network traffic, which could indicate an attempt to gather information about registered local system services.""
   },
   {
     ""Sid"": ""29918"",
     ""Technique ID"": ""T1083"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for specific patterns in the network traffic, which could indicate an attempt to enumerate files and directories or search for certain information within a file system.""
   }
 ]
 JSON
 {
   ""Sid"": 29918,
   ""Technique ID"": ""T1012"",
   ""Technique Name"": ""Query Registry"",
   ""Quotes"": [""Adversaries may interact with the Windows Registry to gather information about the system, configuration, and installed software""],
   ""Explanation"": ""The rule looks for traffic that contains a specific pattern of bytes (\""|00 00 00 00 00 00 00|\"" and \""|AA AA AA AA|\"") and is flagged as \""Win.Keylogger.Vacky system information disclosure\"". This pattern may be part of a query to the Windows Registry to gather information about the system, configuration, and installed software.""
 }
 
 [
   {
     ""Sid"": ""29918"",
     ""Technique ID"": ""T1083"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when there is an attempt to access files or directories on the system, which is consistent with the technique of file and directory discovery.""
   },
   {
     ""Sid"": ""29918"",
     ""Technique ID"": ""T1012"",
     ""Technique Name"": ""Query Registry"",
     ""Quotes"": [],
     ""Explanation"": ""The rule also triggers when there is an attempt to access the registry, which is consistent with the technique of querying the registry.""
   }
 ]
 ","['T1125', 'T1078', 'T1113', 'T1114', 'T1036', 'T1007', 'T1016', 'T1012', 'T1083', 'T1592', 'T1040', 'T1115', 'T1059', 'T1123', 'T1001']","['T1078', 'T1059']","['T1007', 'T1083', 'T1012']","['T1083', 'T1505']",['T1056']
13236,"[
   {
     ""Sid"": ""13236"",
     ""Technique ID"": ""T1114"",
     ""Technique Name"": ""Email Collection"",
     ""Quotes"": [
       ""Adversaries may target user email to collect sensitive information""
     ],
     ""Explanation"": ""The rule triggers when an email is sent with the keywords 'Attached', 'ZIP', 'file', 'to', 'this', 'email', 'are', 'the', 'activity', 'logs', 'that', 'you', 'have', and 'requested.' This suggests that the rule is designed to detect emails that may contain sensitive information, such as keylogger logs. This type of activity is consistent with the T1114 technique, which involves adversaries targeting user email to collect sensitive information.""
   },
   {
     ""Sid"": ""13236"",
     ""Technique ID"": ""T1083"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [
       ""Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system""
     ],
     ""Explanation"": ""The rule triggers when an email is sent with the keywords 'Attached', 'ZIP', 'file', 'to', 'this', 'email', 'are', 'the', 'activity', 'logs', 'that', 'you', 'have', and 'requested.' This suggests that the rule is designed to detect emails that may contain sensitive information, such as keylogger logs. To obtain this information, adversaries may enumerate files and directories or search in specific locations of a host or network share. This type of activity is consistent with the T1083 technique, which involves adversaries searching for certain information within a file system.""
   }
 ]
 {
   ""Sid"": ""13236"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on network traffic matching specific patterns, indicating potential keylogger activity. Network sniffing involves monitoring and capturing network traffic to gather information, which aligns with the objective of the rule to detect keylogger activity over the network.""
 }
 {
 ""Sid"": ""13236"",
 ""Technique ID"": ""T1114"",
 ""Technique Name"": ""Email Collection"",
 ""Quotes"": [
 ""Adversaries may target user email to collect sensitive information""
 ],
 ""Explanation"": ""The rule triggers when an email that contains 'Attached' and 'ZIP' keywords is sent out. This relates to T1114 as the adversary may be attempting to steal information by targeting user email.""
 }","['T1078', 'T1047', 'T1113', 'T1114', 'T1041', 'T1036', 'T1195', 'T1566', 'T1090', 'T1083', 'T1040', 'T1027', 'T1580', 'T1123', 'T1555', 'T1005']","['T1078', 'T1047']","['T1114', 'T1083', 'T1040']","['T1114', 'T1083']",['T1056']
47399,"{""Sid"": ""47399"", ""Technique ID"": ""T1021"", ""Technique Name"": ""Remote Services"", ""Quotes"": [], ""Explanation"": ""The rule detects outbound connections from internal IP addresses to external IP addresses, which could be an indication of an attacker attempting to connect to a remote service, such as a command and control server.""}
 {""Sid"": ""47399"", ""Technique ID"": ""T1040"", ""Technique Name"": ""Network Sniffing"", ""Quotes"": [], ""Explanation"": ""The rule detects outbound connections from internal IP addresses to external IP addresses, which could be an indication of an attacker attempting to sniff network traffic for sensitive information, such as passwords or authentication tokens.""}
 {
   ""Sid"": ""47399"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over C2 Channel"",
   ""Quotes"": [],
   ""Explanation"": ""This Snort rule detects outbound shell attempts using Microsoft cmd.exe, indicating that an adversary may be attempting to exfiltrate data over an existing command and control channel.""
 }
 
 {}
 ","['T1047', 'T1078', 'T1021', 'T1014', 'T1011', 'T1041', 'T1200', 'T1036', 'T1007', 'T1082', 'T1003', 'T1055', 'T1210', 'T1040', 'T1059', 'T1110', 'T1087', 'T1557', 'T1136', 'T1025']","['T1047', 'T1078']","['T1021', 'T1040', 'T1041']","['T1021', 'T1040']",['T1059']
7180,"
 {
   ""Sid"": ""7180"",
   ""Technique ID"": ""T1047"",
   ""Technique Name"": ""Windows Management Instrumentation"",
   ""Quotes"": [
     ""Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads""
   ],
   ""Explanation"": ""The rule triggers on a specific sequence of bytes that is associated with the Desktop Detective 2000 keylogger, which uses WMI to execute its malicious payload.""
 }
 
 {}
 
 [
   {
     ""Sid"": ""7180"",
     ""Technique ID"": ""T1056"",
     ""Technique Name"": ""Input Capture"",
     ""Quotes"": [
       ""Adversaries may use methods of capturing user input to obtain credentials or collect information""
     ],
     ""Explanation"": ""The rule detects a keylogger, which is a type of software that captures user input, including keystrokes, which can be used to steal credentials and other sensitive information.""
   },
   {
     ""Sid"": ""7180"",
     ""Technique ID"": ""T1113"",
     ""Technique Name"": ""Screen Capture"",
     ""Quotes"": [
       ""Adversaries may attempt to take screen captures of the desktop to gather information over the course of an operation""
     ],
     ""Explanation"": ""The rule detects a keylogger, which can also be used to take screenshots of the user's desktop, which can be used to gather information about the user's activities and the system configuration.""
   }
 ]
 ","['T1047', 'T1220', 'T1113', 'T1114', 'T1056', 'T1007', 'T1055', 'T1203', 'T1040', 'T1059', 'T1185', 'T1176', 'T1123', 'T1485', 'T1132']","['T1047', 'T1220']","['T1047', 'T1056', 'T1113']","['T1047', 'T1505']",['T1056']
56617,"
 {
   ""Sid"": ""56617"",
   ""Technique ID"": ""T1104"",
   ""Technique Name"": ""Ingress Tool Transfer"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for Cobalt Strike beacon inbound connection attempts. Cobalt Strike is a commercial adversary simulation and red team tool commonly used by adversaries during threat simulations. The rule detects malicious content, such as the Cobalt Strike beacon, being transferred into the compromised environment from an external system through network traffic.""
 }
 
 {
   ""Sid"": ""56617"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over C2 Channel"",
   ""Quotes"": [
     ""Adversaries may steal data by exfiltrating it over an existing command and control channel""
   ],
   ""Explanation"": ""The rule detects Cobalt Strike beacon communication, which is a common tool used by adversaries for command and control and data exfiltration.""
 }
 
 {}
 ","['T1047', 'T1102', 'T1584', 'T1041', 'T1114', 'T1070', 'T1105', 'T1218', 'T1195', 'T1553', 'T1083', 'T1040', 'T1095', 'T1659', 'T1134', 'T1020', 'T1132', 'T1001']","['T1020', 'T1047']","['T1104', 'T1041']","['T1104', 'T1041']",['T1102']
19172,"
 {
   ""Sid"": ""19172"",
   ""Technique ID"": ""T1185"",
   ""Technique Name"": ""Browser Session Hijacking"",
   ""Quotes"": [
     ""Adversaries may take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify user-behaviors, and intercept information as part of various browser session hijacking techniques""
   ],
   ""Explanation"": ""The rule triggers on an attempt to exploit a vulnerability in Microsoft Internet Explorer 8 ieshims.dll, which could allow an adversary to hijack a browser session.""
 }
 {}[
   {
     ""Sid"": ""19172"",
     ""Technique ID"": ""T1185"",
     ""Technique Name"": ""Browser Session Hijacking"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to exploit a vulnerability in Microsoft Internet Explorer 8 ieshims.dll, which could allow an attacker to hijack a browser session.""
   },
   {
     ""Sid"": ""19172"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to exploit a vulnerability in a public-facing web application, which could allow an attacker to gain initial access to a network.""
   }
 ]","['T1078', 'T1204', 'T1129', 'T1189', 'T1036', 'T1562', 'T1016', 'T1195', 'T1190', 'T1187', 'T1111', 'T1185', 'T1059', 'T1197', 'T1071', 'T1049']","['T1189', 'T1071']","['T1185', 'T1190']","['T1185', 'T1190']",['T1574']
57252,"
 {
   ""Sid"": ""57252"",
   ""Technique ID"": ""T1080"",
   ""Technique Name"": ""Taint Shared Content"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on an HTTP request to the /DDIService.svc/SetObject endpoint, which could be an attempt to upload a malicious file to a shared resource.""
 }
 
 {
   ""57252"": {
     ""Technique ID"": ""T1114"",
     ""Technique Name"": ""Email Collection"",
     ""Quotes"": [],
     ""Explanation"": ""This rule looks for attempts to write arbitrary files to a Microsoft Exchange Server using the /DDIService.svc/SetObject URI and the VirtualDirectory and ExternalUrl parameters. This technique is often used by attackers to collect email messages from compromised servers.""
   }
 }
 {
  ""Sid"": ""57252"",
  ""Technique ID"": ""T1110"",
  ""Technique Name"": ""Brute Force"",
  ""Quotes"": [],
  ""Explanation"": ""This rule looks for attempts to perform arbitrary file writes to Microsoft Exchange Server via the /DDIService.svc/SetObject HTTP URI. Brute force attacks often involve repeated attempts to guess passwords or other authentication credentials, which could be used to gain access to Exchange Server and perform malicious actions.""
 }","['T1080', 'T1124', 'T1021', 'T1129', 'T1114', 'T1048', 'T1105', 'T1518', 'T1608', 'T1588', 'T1133', 'T1135', 'T1110', 'T1134', 'T1087', 'T1132']","['T1021', 'T1048']","['T1080', 'T1114', 'T1110']","['T1080', 'T1114']",['T1106']
58789,"{""Sid"": ""58789"", ""Technique ID"": ""T1190"", ""Technique Name"": ""Exploit Public-Facing Application"", ""Quotes"": [], ""Explanation"": ""The rule looks for an attempt to exploit a vulnerability in Apache Log4j, which is a public-facing application.""}
 {""Sid"": ""58789"", ""Technique ID"": ""T1110"", ""Technique Name"": ""Brute Force"", ""Quotes"": [], ""Explanation"": ""The rule looks for an attempt to brute-force the password of a web application.""}{
   ""Sid"": ""58789"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects remote code execution attempts against Apache Log4j on public-facing HTTP servers, which is a common technique used by adversaries to gain initial access to a network.""
 }
 {
   ""Sid"": ""58789"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": [
     ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network""
   ],
   ""Explanation"": ""The rule looks for an Apache Log4j logging remote code execution attempt, which is an attempt to exploit a public-facing web application.""
 }
 ","['T1047', 'T1078', 'T1190', 'T1114', 'T1499', 'T1200', 'T1105', 'T1082', 'T1140', 'T1090', 'T1495', 'T1059', 'T1110', 'T1119', 'T1134', 'T1135', 'T1068']","['T1047', 'T1078']","['T1190', 'T1110']","['T1190', 'T1110']",['T1190']
57906,"
 {
   ""Sid"": ""57906"",
   ""Technique ID"": ""T1114"",
   ""Technique Name"": ""Email Collection"",
   ""Quotes"": [
     ""\""content:\""Email=\""""
   ],
   ""Explanation"": ""The rule triggers on traffic that contains the string \""Email=\"" in the HTTP body, which could indicate an attempt to collect email addresses.""
 }
 
 {
   ""Sid"": ""57906"",
   ""Technique ID"": ""T1195"",
   ""Technique Name"": ""Supply Chain Compromise"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects an attempt to exploit a vulnerability in Microsoft Exchange, which could allow an attacker to gain access to sensitive information or execute arbitrary code on the server. This technique is often used by attackers to gain access to an organization's network, or to launch other attacks against the organization.""
 }
 
 {}
 ","['T1199', 'T1047', 'T1129', 'T1113', 'T1114', 'T1041', 'T1534', 'T1195', 'T1137', 'T1003', 'T1203', 'T1211', 'T1112', 'T1110', 'T1087', 'T1197', 'T1132', 'T1001']","['T1047', 'T1003']","['T1114', 'T1195']","['T1114', 'T1195']",['T1190']
59219,"{""Sid"": ""59219"", ""Technique ID"": ""T1105"", ""Technique Name"": ""Ingress Tool Transfer"", ""Quotes"": [""""], ""Explanation"": ""The rule matches traffic with content 'act=' and 'fullhexdump'. This indicates that an attempt is being made to transfer a tool or file into the compromised environment using an HTTP POST request.""}{""Sid"": ""59219"", ""Technique ID"": ""T1110"", ""Technique Name"": ""Brute Force"", ""Quotes"": [""""], ""Explanation"": ""The rule involves exploiting a weakness in an Internet-facing host or system to initially access a network.""}
 {""Sid"": ""59219"", ""Technique ID"": ""T1190"", ""Technique Name"": ""Exploit Public-Facing Application"", ""Quotes"": [""""], ""Explanation"": ""The rule involves brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained.""}{""Sid"": ""59219"", ""Technique ID"": ""T1120"", ""Technique Name"": ""Peripheral Device Discovery"", ""Quotes"": [], ""Explanation"": ""The rule checks for incoming HTTP traffic containing specific content, including \""act=\"", \""&fullhexdump=\"", and \""&d=\"". This suggests that the traffic may be related to a web shell, which could be used for remote access and control of the target system. Peripheral Device Discovery (T1120) involves adversaries attempting to gather information about attached peripheral devices and components connected to a computer system. This technique could be relevant as the adversary may be attempting to identify and exploit vulnerabilities in peripheral devices to gain access to the target system.""}","['T1047', 'T1078', 'T1072', 'T1114', 'T1105', 'T1036', 'T1007', 'T1218', 'T1120', 'T1563', 'T1190', 'T1211', 'T1111', 'T1040', 'T1110', 'T1197', 'T1132', 'T1074']","['T1047', 'T1078']","['T1105', 'T1110', 'T1190', 'T1120']","['T1105', 'T1505']",['T1505']
